Object_Name,first_score,last_score,iterations,result
011_banana.obj,300.3768077,302.7242785,2,FAILURE
011_banana.obj,295.8567107,302.7161547,2,FAILURE
011_banana.obj,302.3808055,302.7119696,2,FAILURE
011_banana.obj,302.6646856,302.6646856,1,FAILURE
011_banana.obj,302.6519696,302.6519696,1,FAILURE
011_banana.obj,291.9035419,302.6002981,2,FAILURE
011_banana.obj,302.4208107,302.4208107,1,FAILURE
011_banana.obj,298.7320548,302.3621536,2,FAILURE
011_banana.obj,298.287583,302.3256691,2,FAILURE
011_banana.obj,302.2669798,302.2669798,1,FAILURE
011_banana.obj,298.2078526,302.2334522,2,FAILURE
011_banana.obj,301.7370041,302.1802929,2,FAILURE
011_banana.obj,301.2766614,302.1773334,2,FAILURE
011_banana.obj,280.9392347,302.1288809,3,FAILURE
011_banana.obj,301.347666,302.1276156,2,FAILURE
011_banana.obj,298.6809541,301.992383,2,FAILURE
011_banana.obj,301.9803972,301.9803972,1,FAILURE
011_banana.obj,298.4757966,301.9561011,2,FAILURE
011_banana.obj,301.8896043,301.8896043,1,FAILURE
011_banana.obj,295.3559194,301.8443884,2,FAILURE
011_banana.obj,274.1984641,301.770903,3,FAILURE
011_banana.obj,301.1049257,301.7554917,2,FAILURE
011_banana.obj,294.0655813,301.733935,2,FAILURE
011_banana.obj,300.9602616,301.7190163,2,FAILURE
011_banana.obj,283.5164835,301.7112648,3,FAILURE
011_banana.obj,301.7034301,301.7034301,1,FAILURE
011_banana.obj,301.0818905,301.6684822,2,FAILURE
011_banana.obj,294.9224138,301.5949744,2,FAILURE
011_banana.obj,297.1083852,301.5877591,2,FAILURE
011_banana.obj,301.4831154,301.4831154,1,FAILURE
011_banana.obj,289.9840119,301.4413403,2,FAILURE
011_banana.obj,301.4007222,301.4007222,1,FAILURE
011_banana.obj,299.2656696,301.3130734,2,FAILURE
011_banana.obj,301.1560928,301.1560928,1,FAILURE
011_banana.obj,297.1855055,301.1475468,2,FAILURE
011_banana.obj,298.6601785,301.1292612,2,FAILURE
011_banana.obj,301.097632,301.097632,1,FAILURE
011_banana.obj,295.8945139,301.0618456,2,FAILURE
011_banana.obj,301.0412453,301.0412453,1,FAILURE
011_banana.obj,300.9587596,300.9587596,1,FAILURE
011_banana.obj,300.8399589,300.9111169,2,FAILURE
011_banana.obj,296.7019887,300.8429566,2,FAILURE
011_banana.obj,299.2842846,300.7948218,2,FAILURE
011_banana.obj,296.9728933,300.7625023,2,FAILURE
011_banana.obj,300.7278884,300.7278884,1,FAILURE
011_banana.obj,300.6706068,300.6706068,1,FAILURE
011_banana.obj,300.2688828,300.5875302,2,FAILURE
011_banana.obj,292.6112154,300.3646389,2,FAILURE
